name,wealth,age,source,country,year
Prathip Chiravanond,1.1,-,diversified,Thailand,2018
Gustavo Cisneros,1.1,72,media,Venezuela,2018
Sandor Csanyi,1.1,64,"finance, real estate",Hungary,2018
Cui Lijie,1.1,59,gambling,Hong Kong,2018
Dang Yanbao,1.1,45,coal,China,2018
Bharat Desai,1.1,65,IT consulting,United States,2018
Joseph Edelman,1.1,62,hedge funds,United States,2018
Wolfgang Egger,1.1,-,real estate,Germany,2018
Andrei Filatov,1.1,46,"ports, railway transport",Russia,2018
Paul Fireman,1.1,74,Reebok,United States,2018
J. Christopher Flowers,1.1,60,investments,United States,2018
Fu Kwan,1.1,60,"real estate, diversified",China,2018
Sheela Gautam,1.1,86,mattresses,India,2018
Drew Houston,1.1,35,Dropbox,United States,2018
Huang Shilin,1.1,51,storage batteries,China,2018
Huang Wen Tsai,1.1,64,real estate,China,2018
Mohammed Ibrahim,1.1,71,communications,United Kingdom,2018
Hiroshi Ishibashi,1.1,71,tires,Japan,2018
Bent Jensen,1.1,66,electric linear systems,Denmark,2018
Chatchai Kaewbootta,1.1,66,auto loans,Thailand,2018
Jonas Kamprad,1.1,52,IKEA,Sweden,2018
Mathias Kamprad,1.1,48,IKEA,Sweden,2018
Peter Kamprad,1.1,53,IKEA,Sweden,2018
Madhu Kapur,1.1,-,banking,India,2018
Richard Kayne,1.1,72,investments,United States,2018
Vladimir Kogan,1.1,54,banking,Russia,2018
Koh Wee Meng,1.1,54,"real estate, hotels",Singapore,2018
Koo Bon-Joon,1.1,66,"electronics, household products",South Korea,2018
Lam Lung On,1.1,53,real estate,China,2018
Isaac Larian,1.1,63,toys,United States,2018
Frank Laukien,1.1,58,scientific equipment,United States,2018
Lee Joon-Ho,1.1,53,online games,South Korea,2018
Lee Sang-Hyuk,1.1,46,investments,South Korea,2018
Nancy Lerner,1.1,57,"banking, credit cards",United States,2018
Norma Lerner,1.1,81,banking,United States,2018
Randolph Lerner,1.1,56,"banking, credit cards",United States,2018
David Xueling Li,1.1,45,live streaming service,China,2018
Li Tan,1.1,53,pharmaceuticals,China,2018
Li Weiguo,1.1,53,construction materials,China,2018
Liang Feng,1.1,49,manufacturing,China,2018
Liang Guangwei,1.1,54,conglomerate,China,2018
Liang Shezeng,1.1,86,real estate,China,2018
Liao Chang,1.1,51,wine,China,2018
Jenny Lindí©n Urnes,1.1,46,powdered metal,Sweden,2018
Liu Zhendong,1.1,47,industrial parks,China,2018
Liu Zhiqiang,1.1,53,conglomerate,China,2018
Jonathan Lu,1.1,49,e-commerce,China,2018
William Macaulay,1.1,72,energy investments,United States,2018
John Martin,1.1,66,pharmaceuticals,United States,2018
Yves-Loic Martin,1.1,52,laboratory services,France,2018
Satish Mehta,1.1,67,pharmaceuticals,India,2018
Nikita Mishin,1.1,46,"ports, railway transport",Russia,2018
Konstantin Nikolaev,1.1,47,"ports, railway transport",Russia,2018
Simon Nixon,1.1,50,price comparison website,United Kingdom,2018
Michael O'Leary,1.1,56,Ryanair,Ireland,2018
Liora Ofer,1.1,64,investments,Israel,2018
Roberto Ongpin,1.1,81,diversified,Philippines,2018
Niti Osathanugrah,1.1,44,investments,Thailand,2018
Frank Otto,1.1,60,retail,Germany,2018
Gretel Packer,1.1,51,casinos,Australia,2018
Alberto Palatchi,1.1,68,wedding dresses,Spain,2018
Peng Jianhu,1.1,61,tourism,China,2018
Lucy Peng,1.1,45,e-commerce,China,2018
Andrei Rappoport,1.1,54,investments,Russia,2018
Andrea Reimann-Ciardelli,1.1,61,consumer goods,United States,2018
Igor Rotenberg,1.1,44,"construction, real estate",Russia,2018
Alan Rydge,1.1,65,entertainment,Australia,2018
Chris Sacca,1.1,42,venture capital investing,United States,2018
Alexander Samwer,1.1,43,tech investments,Germany,2018
Marc Samwer,1.1,47,tech investments,Germany,2018
Oliver Samwer,1.1,44,tech investments,Germany,2018
Neil Shen,1.1,50,venture capital,Hong Kong,2018
Albert Shigaboutdinov,1.1,65,"refinery, chemicals",Russia,2018
Shin Dong-Joo,1.1,64,retail,South Korea,2018
Yoshiko Shinohara,1.1,83,staffing,Japan,2018
Analjit Singh,1.1,64,healthcare,India,2018
Stephen Smith,1.1,66,finance and investments,Canada,2018
Michael Steinhardt,1.1,77,finance,United States,2018
Svein Stole,1.1,54,investments,Norway,2018
Rustem Sulteev,1.1,64,"refinery, chemicals",Russia,2018
Julio Patricio Supervielle,1.1,61,banking,Argentina,2018
Min-Liang Tan,1.1,40,gaming,Singapore,2018
Hary Tanoesoedibjo,1.1,52,media,Indonesia,2018
Sukanto Tanoto,1.1,68,diversified,Indonesia,2018
Tiong Hiew King,1.1,82,"timber, media",Malaysia,2018
Laurie Tisch,1.1,67,"insurance, NFL team",United States,2018
Steven Tisch,1.1,69,insurance,United States,2018
James Truchard,1.1,74,software,United States,2018
Vardis Vardinoyannis,1.1,85,oil and gas,Greece,2018
Murat Vargi,1.1,70,telecom,Turkey,2018
Wan Lianbu,1.1,52,fertilizers,China,2018
Wang Miaotong,1.1,60,auto parts,China,2018
Wang Zhenghua,1.1,73,budget airline,China,2018
Wen Jianping,1.1,56,sewage treatment,China,2018
Myron Wentz,1.1,78,health products,St. Kitts and Nevis,2018
Xia Zuoquan,1.1,56,automobiles,China,2018
Swift Xie,1.1,-,drones,China,2018
Yao Jinbo,1.1,42,online marketplace,China,2018
Fatma Tuba Yazici,1.1,44,diversified,Turkey,2018
Zhang Zhirong,1.1,49,"real estate, shipbuilding",Hong Kong,2018
Zhao Yan,1.1,51,"real estate, finance",China,2018
Zhou Zongwen,1.1,61,jewelry,China,2018
Raamdeo Agrawal,1,61,financial services,India,2018
Maurizio Billi,1,60,generic drugs,Brazil,2018
Sara Blakely,1,47,Spanx,United States,2018
Pete Bodharamik,1,45,telecom,Thailand,2018
Cao Kejian,1,55,air compressors,China,2018
Morris Chang,1,86,semiconductors,Taiwan,2018
Richard Chang,1,71,"real estate, electronics",Taiwan,2018
Chen Jianming,1,61,real estate,China,2018
Cho Yang-Rai,1,80,tire manufacturing,South Korea,2018
Yvon Chouinard,1,79,Patagonia,United States,2018
Eduard Chukhlebov,1,54,metallurgy,Russia,2018
Jack Cockwell,1,77,"Real Estate, Private Equity",Canada,2018
John Collison,1,27,Stripe,Ireland,2018
Patrick Collison,1,29,Stripe,Ireland,2018
Henry Davis,1,67,beef processing,United States,2018
Francois Feuillet,1,69,"motorhomes, RVs",France,2018
Susumu Fujita,1,44,internet media,Japan,2018
Filaret Galchev,1,54,construction materials,Russia,2018
Yuri Gushchin,1,73,"candy, real estate",Russia,2018
David Hall,1,66,automotive technology,United States,2018
He Simo,1,53,power supply manufacturer,China,2018
Hon Kwok Lung,1,62,real estate,Hong Kong,2018
Elie Horn,1,74,real estate,Brazil,2018
Huang Bingwen,1,64,packaging,Australia,2018
Huang Xiaofen,1,56,printed circuit boards,China,2018
Masayuki Ishihara,1,69,pachinko machines,Japan,2018
Tarang Jain,1,55,auto components,India,2018
Jiang Wei,1,56,pharmaceuticals,China,2018
Jiang Xuefei,1,48,printed circuit boards,China,2018
David Kabiller,1,54,investment management,United States,2018
Morris Kahn,1,88,software,Israel,2018
"Anton Kathrein, Jr.",1,33,antennas,Germany,2018
Kim Dae-Il,1,38,mobile gaming,South Korea,2018
Michael Kim,1,54,Investment,South Korea,2018
Ihor Kolomoyskyy,1,55,"banking, investments",Ukraine,2018
Koo Bon-Sik,1,59,electronics/household products,South Korea,2018
Igor Kudryashkin,1,56,metallurgy,Russia,2018
Lev Kvetnoi,1,52,cement,Russia,2018
Theodore Leonsis,1,62,sports teams,United States,2018
Lev Leviev,1,62,diamonds,Israel,2018
Liang Zhaoxian,1,53,appliances,China,2018
John Liew,1,50,Investment Management,United States,2018
Paul Little,1,70,"logistics, real estate",Australia,2018
Liu Fuhai,1,63,"textiles, energy",China,2018
Liu Jincheng,1,53,lithium batteries,China,2018
Liu Shaoxi,1,54,real estate,China,2018
Lu Weiding,1,47,diversified,China,2018
Duncan MacMillan,1,80,Bloomberg LP,United States,2018
George Marcus,1,76,real estate,United States,2018
Bernardo Matte,1,62,paper,Chile,2018
Eliodoro Matte,1,72,paper,Chile,2018
Mi Enhua,1,59,retail,China,2018
Lowell Milken,1,69,investments,United States,2018
Nirmal Minda,1,60,auto parts,India,2018
Martin Naughton,1,78,heating equipment,Ireland,2018
Vadim Novinsky,1,54,steel,Ukraine,2018
Sergei Petrov,1,63,auto import and dealerships,Russia,2018
Carolyn Rafaelian,1,51,jewelry,United States,2018
Lawrence Rossy,1,75,dollar stores,Canada,2018
Alice Schwartz,1,91,biotech,United States,2018
Martin Selig,1,80,real estate,United States,2018
Sathien Setthasit,1,63,energy drinks,Thailand,2018
Evan Sharp,1,35,Pinterest,United States,2018
Ravindra Kishore Sinha,1,66,security services,India,2018
Axel Stawski,1,67,real estate,United States,2018
Beny Steinmetz,1,61,"mining, diamonds, real estate",Israel,2018
Dirk Stroeer,1,49,advertising,Germany,2018
Sun Shangchuan,1,54,electronics components,China,2018
Sam Tarascio,1,73,real estate,Australia,2018
Robert Toll,1,77,home building,United States,2018
Surin Upatkoon,1,68,"telecom, lotteries, insurance",Thailand,2018
Alexander Vik,1,63,investments,Norway,2018
Peter-Alexander Wacker,1,66,chemicals,Germany,2018
Wang Jianyi,1,55,fiber optic cables,China,2018
V. Prem Watsa,1,67,"insurance, investments",Canada,2018
Sandy Weill,1,84,Citigroup,United States,2018
Wen Pengcheng,1,55,agribusiness,China,2018
Wu Chung-yi,1,59,manufacturing,Taiwan,2018
Yang Jianxin,1,48,apparel,China,2018
Yao Xinyi,1,53,air conditioning,China,2018
Zhao Xiaoqiang,1,50,"fashion, entertainment",China,2018
Zhou Liangzhang,1,55,electrical equipment,China,2018
Zhu Xingming,1,51,electrical equipment,China,2018
Zhuo Jun,1,52,printed circuit boards,Hong Kong,2018
Olgun Zorlu,1,54,diversified,Turkey,2018
